State,Year,Category,Project,Company,Jobs Created,Qualified Expenditures,Incentive Issued
Louisiana,2011,Feature Film,From the Rough,From the Rough Productions LLC,,"$77,148","$25,732"
New York,2017,Post-Production,The Belko Experiment,"Belcoo Productions, LLC",0,"$73,495","$25,723"
Massachusetts,2012,,2010 HGTV Lowes Co-Branded Promos,"Viewpoint Computer Animation, Inc.",,,"$25,632"
Illinois,,Commercial,"Wendy's Cook Brand Promise Breakfast (""Elevator"" :15 & :30)",,,
Massachusetts,2015,,Mary Loss of Soul,17 Desserts Inc.,,,"$25,576"
Minnesota,,TV C,"Regions: Denise, Jerry",,,"$127,805","$25,561"
Illinois,,Commercial,Miller Lite/Our Golden Rule,,,
Illinois,,Commercial,"Fleetmatics MILB Video ""Boosting Performance""",,,
Massachusetts,2014,,The Newsroom - Season 3 (HBO),"Farnsworth Entertainment Productions, LLC",,,"$25,497"
Louisiana,2011,Feature Film,The Grief Tourist,TGT LLC,,"$84,912","$25,474"
Massachusetts,2015,,Pride Motor Group Television Commercial 2014,"Allen Roche Group, Inc.",,,"$25,469"
Louisiana,2015,TV Reality,Pitbulls and Parolees Season 6,PBP LLC,,"$82,460","$25,368"
New York,2016,Post-Production,"Visit, The",,,"$84,481","$25,344"
Illinois,,Commercial,"Luster ""Media Frenzy""",,,
Illinois,,Film,The Hard Way,,,
Illinois,,Commercial,Kraft:  Crystal Light Optimizations,,,
Texas,2012,Reality Television Project,DALLAS COWBOY CHEERLEADERS SEASON 6,,,,"$25,260"
Illinois,,Commercial,Wendy's Winter Fest 21244,,,
Illinois,,Commercial,Two Is A Crowd - Huskie Complete,,,
Massachusetts,2014,,2013 Eastern Bank Brand TV Campaign,"Conover Advertising Co, Inc.",,,"$25,183"
Illinois,,Commercial,Net Effects,,,
Washington,2014,Commercial,Alaskan Airlines,,,,"$25,168"
Illinois,,Commercial,Union Trust Bank:  Way to Wonder Campaign,,,
Texas,2014,Reality Television Project,Sirens Project 1217,,,,"$25,139"
Massachusetts,2013,,20597/20602 DD,"Element Productions, Inc.",,,"$25,138"
Illinois,,Commercial,Sprint:  Awkward Family Time,,,
Massachusetts,2016,,PIH Boston,"Palmer Productions, Inc.",,,"$25,113"
Minnesota,,TV C,Jack Links-Versus,,,"$125,445","$25,089"
Minnesota,,Post,Goldbergs Special,,,"$125,286","$25,057"
New York,2016,Film/TV,In the Dark,Seven Oak Films LLC,50,"$107,808","$25,012"
Illinois,,Commercial,United,,,
Florida,,COMMERCIAL,LETCA FILMS - AT&T KIDS 3,,270,"$140,335","$25,000"
Virginia,2017,,Coming Through the Rye,,,
Illinois,,Commercial,ESPN NBA Playoffs,,,
Texas,2012,Reality Television Project,The Little Couple Season 3,,,,"$24,991"
Minnesota,,TV C,"Best Buy ""Tech to the Rescue""",,,"$124,843","$24,969"
Colorado,2015,Television,Standing in the Gap,Rocky Mountain PBS,,"$124,688","$24,937"
Oregon,2016,Interactive Game,VILLAGERS & HEROES,Mad Otter Games,,,"$24,928"
Louisiana,2013,TV Pilot,Vampire Diaries Ep 20,Nightfall Films LLC (Warner Bros),,"$77,558","$24,915"
Louisiana,2012,TV Video,Egine Videos,Growing Soul Productions Inc.,,"$82,289","$24,902"
Illinois,,Commercial,"Five Below ""Gift It"" SC1314",,,
Minnesota,,TV C,Wings Financial,,,"$124,411","$24,882"
Minnesota,,TV C,Big Lots Price Items 1,,,"$124,376","$24,875"
Massachusetts,2012,,20704 PAS,Element Productions,,,"$24,819"
Mississippi,2016,,Gold Tip,,,"$24,815","$24,815"
Minnesota,,TV C,"Air Jordan XXXI ""Takeoff""",,,"$123,974","$24,795"
Kentucky,2013,,Evan Williams (Documentary),"Solid Light, Inc.",,,"$24,793"
Pennsylvania,,,Detonator,Detonator LLC,18,,"$24,792"
Louisiana,2011,Feature Film,Schism,Schism LLC,,"$78,725","$24,760"
Texas,2014,Television Program,RWBY Episode 1 - 10,,,,"$24,684"
Illinois,,Commercial,Legendary Whitetails,,,
Illinois,,Commercial,Sargento,,,
Illinois,,Commercial,Dasani Drops,,,
Minnesota,,TV C,MOA Holiday/Spring,,,"$122,116","$24,423"
Connecticut,2010,Film and Digital Media Production Tax Credit,,SimonPure Productions LLC,,"$135,481","$24,418"
Illinois,,TV,Mustache World,,,
Illinois,,Commercial,Hoosier Lottery Cash 5,,,
Massachusetts,2012,,20663 Al Fresco,Element Productions,,,"$24,331"
Louisiana,2009,Other,Falck Alford Safety Films 2009/2010,Alford Safety Services Inc.,,"$72,315","$24,296"
Minnesota,,Int,FRWD WarHeads/HotHeads,,,"$121,387","$24,277"
Louisiana,2012,Feature Film,Haunted High School,AEF-Haunted High School LLC,,"$76,606","$24,274"
Massachusetts,2013,,2012 HBO On Air Promos,"Viewpoint Computer Animation, Inc.",,,"$24,253"
Illinois,,Commercial,My American Girl - Share Your Story,,,
Minnesota,,Post,Arby's Smkhs & Pecan Chick Sal.,,,"$121,120","$24,224"
Minnesota,,FF,Strange Nature,,,"$96,814","$24,203"
Minnesota,,TV C,Scheels Youth Sports,,,"$120,998","$24,200"
Massachusetts,2013,,"Connecticut Lottery 1/2013 ""We've Got Your Play""","Full Moon Films, Inc.",,,"$24,154"
Illinois,,Commercial,"Ahold ""In the Bag"" 14079",,,
Illinois,,Commercial,Charter Fitness 774,,,
Massachusetts,2013,,Cheetos Commercial TV Advertising Campaign 2013,"Brickyard VFX, LLC",,,"$24,016"
Minnesota,,Doc,Building the Pink Tower,,,"$119,950","$23,990"
Illinois,,Commercial,Shout-Reprogramming America,,,
Massachusetts,2014,,13070 Robot,"Element Productions, Inc.",,,"$23,961"
Louisiana,2016,Feature Film,Class Rank,SSS Film fund LLC,,"$71,578","$23,937"
Illinois,,Online,Kmart - Pets,,,
District of Columbia,2016,,Miss Sloane,Via Est US/EuropaCorp,,,"$23,932"
Illinois,,Commercial,McDonalds 998,,,
Minnesota,,TV C,Style Encore 2015 TV,,,"$119,411","$23,882"
Illinois,,TV,A Piece of the Game,,,
Illinois,,Commercial,CME Story of Oil 568,,,
Massachusetts,2013,,13011 CSB - Cambridge Savings Bank,"Element Productions, Inc.",,,"$23,842"
Illinois,,TV,Noseblindedness,,,
Minnesota,,TV C,Country Inn Suites,,,"$118,966","$23,793"
Massachusetts,2013,,13016 DD Too Much,"Element Productions, Inc.",,,"$23,793"
Massachusetts,2014,,MinuteMan Health - RT 1328,"Redtree Productions, Inc.",,,"$23,785"
Minnesota,,Post,Gravity Falls Special,,,"$118,425","$23,685"
Massachusetts,2012,,JMW/Care.com Advertisements,"Full Moon Films, Inc.",,,"$23,682"
Massachusetts,2012,,Unsupervised,"Soup 2 Nuts, Inc.",,,"$23,629"
Minnesota,,Post,Sleep Number:Sleep IQ Kids,,,"$118,000","$23,600"
Illinois,,Commercial,"McDonald's ""Double Up""",,,
Illinois,,Commercial,"GrubHub ""Dennis"" Commercial",,,
Connecticut,2015,Film and Digital Media Production Tax Credit,,"Scarlet Sky Productions, LLC",,"$235,706","$23,571"
Texas,2015,Reality Television Project,Children's Medical Center Dallas,,,,"$23,551"
Alabama,2012,,Gridiron-Proof,,,
Pennsylvania,,,Red Reunion,A Red Reunion L.P.,42,,"$23,521"
Illinois,,Film,The Orange Story,,,
Illinois,,Commercial,"Taco Bell 12 Pack ""Shift"" & ""Push In"" 21250",,,
Massachusetts,2015,,National Geographic Channel Promos,Viewpoint Computer Animation,,,"$23,498"
Massachusetts,2012,,Clay Jan-Jun 2012,"Allen Roche Group, Inc.",,,"$23,466"
Massachusetts,2013,,2012 Flooring America,"Lunchpail Productions, Inc.",,,"$23,440"
Minnesota,,Int,Great Clips Adopt a School,,,"$117,008","$23,402"
Oregon,2014,Feature Film,DEEP DARK,Deep Dark LLC,,,"$23,390"
Illinois,,Commercial,Chamberlain What If Commercial Campaign,,,
Louisiana,2014,TV Commercial,Sad Socks,Moonbot LLC,,"$67,674","$23,375"
Minnesota,,TV C,Big Lots End of the Day,,,"$116,668","$23,334"
Texas,2016,Feature Film,Found Footage 3D,,,,"$23,328"
Minnesota,,Post,Descendants Special,,,"$116,510","$23,302"
Minnesota,,TV C,"MN Lottery ""Fireproof""",,,"$116,310","$23,262"
Minnesota,,TV C,Fairview,,,"$116,261","$23,252"
Illinois,,Commercial,We Are Saving Catcher SP (for Walmart/Hispanic Market),,,
Massachusetts,2014,,Together In Song Season 2,WGBH,,,"$23,209"
New York,2015,Post-Production,Sleepwalker,Sleepwalkers Movie LLC,12,"$81,281","$23,184"
Massachusetts,2014,,13055 CTL,"Element Productions, Inc.",,,"$23,182"
Louisiana,2010,Feature Film,Carjacked,Films in Motion,,"$66,786","$23,110"
Louisiana,2013,TV Reality,The Legend of Shelby Season 2,Colony Productions Inc.,,"$76,484","$23,092"
Minnesota,,TV C,UT Tyler,,,"$115,316","$23,063"
Illinois,,Commercial,"Suave ""Bliss"" New Shoot",,,
Illinois,,Commercial,The Fountain,,,
Minnesota,,TV C,Writing the Wrongs,,,"$115,082","$23,016"
Pennsylvania,,,Scarefest,Wonderlust Films,0,,"$23,000"
Minnesota,,TV C,MNSure Trip,,,"$114,975","$22,995"
Mississippi,2014,,I am Potential,,,"$15,014","$22,975"
Illinois,,Commercial,Illinois Health Marketplace 967,,,
Illinois,,Commercial,"KMART ""Halloween"" 15050",,,
Arkansas,2014,"Grace of Jake, LLC",Grace of Jake,,,,"$22,963"
Illinois,,TV,Speedstick - Coach Speedman,,,
Mississippi,2016,,The Gift,,,"$21,998","$22,823"
Illinois,,Commercial,FP7 Payless Holiday 5 Day Sale #504,,,
Florida,,COMMERCIAL,FFPO - ONLY JEANS,,77,"$113,899","$22,779"
Louisiana,2015,Feature Film,The Devil and the Deep Blue Sea,DDB Sea Investments LLC,,"$75,920","$22,776"
Illinois,,Commercial,Kellogg School of Management - Spaces,,,
Louisiana,2015,Other,Swaybox Short Film,Brodini LLC,,"$66,607","$22,762"
Massachusetts,2014,,Together In Song Season 1,WGBH,,,"$22,744"
Illinois,,Commercial,beproud.org,,,
Illinois,,Commercial,Sandra Lee/Kmart Holiday,,,
Louisiana,2012,Feature Film,The Demented,The Demented Investments LLC,,"$75,500","$22,650"
Minnesota,,Post,History of Cars,,,"$113,155","$22,631"
New York,2017,Film/TV,Solver,Solver LLC,24,"$129,004","$22,622"
Massachusetts,2013,,2012 National Geographic Channel On Air Promos,"Viewpoint Computer Animation, Inc.",,,"$22,560"
Illinois,,TV,Courage in Sports Honors 2014,,,
New York,2015,Post-Production,Manhattan Romance,ManRom LLC,9,"$75,681","$22,509"
Massachusetts,2015,,Progressive Campaign,"Brickyard VFX, Inc.",,,"$22,507"
Washington,2015,Commercial,Bank of America,,,,"$22,500"
Louisiana,2012,TV Reality,Suit Up 2,KOG Productions Inc.,,"$73,194","$22,496"
Illinois,,TV,Monopods,,,
Minnesota,,Post,RTG 26th Anniversary,,,"$111,900","$22,380"
Massachusetts,2015,,2015 Lexus Commercials,"Ease Commerical Services, Inc.",,,"$22,327"
Connecticut,2013,Film and Digital Media Production Tax Credit,,National Media Connection LLC,,,"$22,300"
Massachusetts,2013,,WSM/BMCHP 2013 Campaign,"Full Moon Films, Inc.",,,"$22,283"
Minnesota,,TV C,FingerhutTV: Nancy Holiday,,,"$111,221","$22,244"
Illinois,,Commercial,Wendy's Reactions The Answer 21519,,,
Minnesota,,,Scotch Brite Extreme Scrub SpongeInt,,,"$110,649"
Colorado,2014,Web Series,Colorado Inside Out,Colorado Public Television,,"$110,619","$22,124"
Minnesota,,Post,Union Pacific,,,"$110,501","$22,100"
Minnesota,,TV C,Packers Family,,,"$110,445","$22,089"
Massachusetts,2012,,20649 DD Home Brew,Element Productions,,,"$21,979"
Massachusetts,2015,,"Dunkin Donuts ""On The Go""","Twist Productions, Inc.",,,"$21,954"
Minnesota,,Post,OEP,,,"$109,750","$21,950"
Illinois,,Commercial,St. Mary's Health Commercial Campaign,,,
Massachusetts,2015,,14069 Evergreen,"Element Productions, Inc.",,,"$21,938"
Minnesota,,TV C,Lake City TV,,,"$109,574","$21,915"
Massachusetts,2015,,2015-RLMG-03,"Richard Lewis Media Group, Inc.",,,"$21,870"
Texas,2016,Feature Film,Good After bad,,,,"$21,835"
Minnesota,,Post,RTG iSofa Refresh +Kids,,,"$109,150","$21,830"
Louisiana,2015,TV Series,The Originals Season 2,Nightfall Productions LLC,,"$68,276","$21,827"
Massachusetts,2015,,"""Spread The Word"" TV and Online PSA Campaign",Parallax Productions,,,"$21,797"
Illinois,,Commercial,Uber 1004,,,
Illinois,,Commercial,Dollar Menu & More Test C Food Shoot,,,
Illinois,,Commercial,Bush's Hummus Made Easy,,,
Minnesota,,TV C,OUAC Spring 2015,,,"$108,585","$21,717"
Kentucky,2017,,Becoming Truly Human,BTH Productions,,,"$21,683"
Illinois,,Commercial,"Boost Mobile ""Movie""",,,
Louisiana,2014,Feature Film,Aztec Warrior,Azwar the Movie LLC,,"$72,235","$21,671"
Illinois,,Commercial,"AARP ""Cut the Spin"" 945",,,
Massachusetts,2015,,14038 JF,"Element Productions, Inc.",,,"$21,624"
Massachusetts,2012,,Hi Fly Guy,"Soup 2 Nuts, Inc.",,,"$21,619"
Massachusetts,2016,,API - Lady In Black -RT1532,"Redtree Productions, Inc.",,,"$21,576"
Minnesota,,TV C,"MN Lottery ""Battle""",,,"$107,656","$21,531"
Louisiana,2015,Feature Film,Nocturna,Sisung Film Finance LLC,,"$71,470","$21,441"
Illinois,,TV,Heineken,,,
Minnesota,,Post,Mystic LakeCasino-Mini Giveaway,,,"$107,168","$21,434"
Illinois,,Commercial,"Long John Silver's/""New Value""",,,
Connecticut,2010,Film and Digital Media Production Tax Credit,,"Sortasoft, LLC",,"$71,164","$21,349"
Massachusetts,2016,,BU Terriers All Access,Moody Street TV LLC,,,"$21,324"
Texas,2014,Feature Film,A Woman Betrayed,,,,"$21,324"
Mississippi,2016,,St. Joe Giant Killers,,,"$21,296","$21,296"
Illinois,,Commercial,"Kraft:  Jell-O Digital Internet Series ""Dessert Scale Instarecipes""",,,
Minnesota,,Int,Terminix Mosquito-nado,,,"$106,355","$21,271"
Massachusetts,2016,,Reebok Nano,GLP Creative LLC,,,"$21,260"
Massachusetts,2012,,1219 CT Lottery,"Picture Park, Inc.",,,"$21,236"
Louisiana,2014,Feature Film,Black & White,BlackWhite Productions LLC,,"$70,489","$21,186"
Illinois,,Commercial,"Kraft:  Kool-Aid ""Concentrate Mnemonic""",,,
Louisiana,2015,Feature Film,Showing Roots,SR Productions LLC,,"$66,963","$21,100"
Louisiana,2011,Documentary,Rational Middle Energy Series,Rational Middle energy Series LLC,,"$63,444","$21,063"
Massachusetts,2013,,Google Commercial TV Advertising Campaign 2012/2013,"Brickyard VFX, LLC",,,"$21,048"
Minnesota,,TV C,Old El Paso,,,"$105,163","$21,033"
Texas,2015,Television Program,Owlegories,,,,"$21,019"
Massachusetts,2013,,2012 Celebrity Spotlight Series,Exile Films dba Moody Street Pictures,,,"$21,012"
Louisiana,2013,Feature Film,The Last Word,Omega Film Productions LLC,,"$69,015","$21,004"
Illinois,,Commercial,"Always ""Stop the Padness""",,,
Massachusetts,2013,,Two Who Dared: The Sharps' War,"Journey to Freedom, LLC",,,"$20,989"
Illinois,,Commercial,"McDonald's Happy Meal ""Cutie Face"" & ""Impossible"" #20188",,,
Massachusetts,2013,,13008 B47 - Brand 47,"Element Productions, Inc.",,,"$20,929"
Massachusetts,2015,,Tig Notaro: Boyish Girl Interrupted,"Lower Middle Class Films, Inc.",,,"$20,929"
Louisiana,2015,Feature Film,Midnight Special,Louisiana Special Funds LLC,,"$69,695","$20,909"
Massachusetts,2012,,Blessid,Blessid LLC,,,"$20,906"
Minnesota,,Post,Sleep Number MSE,,,"$104,500","$20,900"
Minnesota,,Post,Arbys Po Boy/Porchetta,,,"$104,425","$20,885"
Pennsylvania,,,Crimes of Pittsburgh,"Serf City, LLC",0,,"$20,876"
Illinois,,Commercial,"North Shore Hospital ""Collective Voices"" 759",,,
Illinois,,Commercial,Sears Craftsman Web Films,,,
Colorado,2015,Commercial,Verizon/Samsung 1 Day,"Being Evel, LLC",,"$104,259","$20,852"
Illinois,,Commercial,LG Smart Appliance,,,
Massachusetts,2015,,McGee Chevrolet Television Commercials 2014,"Allen Roche Group, Inc.",,,"$20,840"
Minnesota,,TV C,Big Lots Holiday 1412,,,"$104,103","$20,821"
Colorado,2015,Documentary,The Holly,"The Holly, LLC",,"$104,083","$20,817"
Illinois,,Commercial,"Orbitz ""Overdubs/Promo Code""",,,
Massachusetts,2012,,ECHN 1203,"Picture Park, Inc.",,,"$20,781"
Massachusetts,2015,,15023 15032 15036 Brockton Casino,"Element Productions, Inc.",,,"$20,762"
Illinois,,Commercial,Get Covered IL 692,,,
Minnesota,,TV C,"BCBS ""Blue Line""",,,"$103,616","$20,723"
Texas,2012,Reality Television Project,Labor of Love,,,,"$20,707"
Illinois,,Commercial,"CTCA/NFLA ""Pep Talk"" PSA",,,
Oregon,2013,Feature Film,NIGHT MOVES,"Tipping Point Productions, LLC",,,"$20,698"
Massachusetts,2015,,14046 15003 WCU,"Element Productions, Inc.",,,"$20,677"
Colorado,2014,Television,"Colorado Experience, Season 2",Rocky Mountain PBS,,"$103,325","$20,665"
Illinois,,Commercial,WeatherTech List + Santa,,,
Illinois,,Commercial,"Fresh Wave ""Onion Test""",,,
Illinois,,Commercial,"Chinet ""Bakeware Ballet""",,,
Minnesota,,TV C,OUAC 2016,,,"$103,074","$20,615"
Minnesota,,TV C,Play It Again Sports 2015,,,"$103,040","$20,608"
Massachusetts,2016,,Russian Doll,Small or Large Productions,,,"$20,607"
Minnesota,,TV C,Cox Communications,,,"$102,780","$20,556"
New York,2015,Post-Production,How He Fell in Love,"How He Fell In Love, LLC",5,"$69,166","$20,555"
Florida,,DIRECT TO VIDEO,NOT FOR HUMAN CONSUMPTION,,66,"$102,697","$20,539"
Louisiana,2012,Feature Film,Now You See Me,See Me Louisiana LLC,,"$63,146","$20,523"
Illinois,,Commercial,Fashion Angels - Darn Yarn #736,,,
Illinois,,Commercial,United Health Care,,,
Minnesota,,TV C,FingerHut: Nancy's Budget,,,"$102,457","$20,491"
Texas,2014,Feature Film,Bigfoot Wars,,,,"$20,490"
Massachusetts,2015,,NH Motor Speedway Beach & Camping,"Greenfield Production Services, LLC",,,"$20,484"
Illinois,,Commercial,"Stratego ""Let's Go""",,,
Florida,,COMMERCIAL,MOUNT VERNON - AUTONATION,,47,"$102,333","$20,466"
Massachusetts,2015,,Halo,"Minder, Co.",,,"$20,464"
Minnesota,,TV C,"Lake City Bank ""forklift""",,,"$102,253","$20,451"
Illinois,,TV,Icktionary,,,
Minnesota,,TV C,BCBS-Retail Center,,,"$101,918","$20,384"
Massachusetts,2015,,The British Miler,Kimbia Athletic Management Inc.,,,"$20,355"
Massachusetts,2014,,Poarch Creek,Northern Light Productions,,,"$20,345"
Massachusetts,2014,,Cheetos Commercial Television Advertising Campaign 2014,"Brickyard VFX, LLC",,,"$20,339"
Minnesota,,Post,Kohls Dance TV Commercial,,,"$101,600","$20,320"
Minnesota,,Int,GNP Shakers,,,"$101,551","$20,310"
Illinois,,TV,Onion Talks,,,
Massachusetts,2015,,Rockland Trust RT - 1513,"Redtree Productions, Inc.",,,"$20,264"
Illinois,,Film,Happy Hour,,,
Illinois,,Commercial,Motorola K1524,,,
Minnesota,,Int,"Hormel ""Bro-Torch""",,,"$100,811","$20,162"
Illinois,,Commercial,Ulta Prestige Video Series,,,
Minnesota,,TV C,Shopko,,,"$100,808","$20,162"
Massachusetts,2013,,20713 Ocean State,"Element Productions, Inc.",,,"$20,150"
Colorado,2015,Commercial,Moneygram,Impossible Pictures,,"$115,957","$20,134"
Texas,2012,Reality Television Project,Fun To Grow,,,,"$20,120"
Massachusetts,2012,,1217/1224 Plexxi,"Picture Park, Inc.",,,"$20,055"
Minnesota,,TV C,Scheels Back to School,,,"$100,140","$20,028"
Colorado,2017,Documentary,Denver Water Documentary (working title),HaveyPro Cinema,,"$182,000","$20,000"
California,2015,Feature Film,Frank and Cindy,"Skylar FC, LLC",60,"$80,000","$20,000"
Louisiana,2012,Feature Film,Abraham Lincoln: Vampire Hunter,20th Century Fox,,"$66,524","$19,997"
Minnesota,,FF,After the Reality,,,"$79,953","$19,988"
Illinois,,Commercial,Aurora Cancer Care,,,
Louisiana,2013,Feature Film,Bitter Pill,Happy Pill LLC,,"$66,500","$19,950"
Connecticut,2012,Film and Digital Media Production Tax Credit,,"MRB Productions, Inc.",,,"$19,943"
Illinois,,Commercial,Rotel 999,,,
Massachusetts,2015,,Class of '27,Lost Nation Pictures LTD,,,"$19,879"
Connecticut,2009,Film and Digital Media Production Tax Credit,,Revelation Films LLC,,"$66,150","$19,845"
Illinois,,Commercial,"Frontier ""Fast Frank""",,,
Minnesota,,Post,Target Fall Essentials2015,,,"$99,000","$19,800"
Massachusetts,2012,,Infinite Santa 8000 - The Movie,"Burnt Reindeer, LLC",,,"$19,731"
Texas,2014,Feature Film,Life Saver,,,,"$19,729"
Minnesota,,Post,Pebbles Modern,,,"$98,450","$19,690"
Illinois,,TV,Allegra - Petters,,,
Louisiana,2015,Feature Film,When the Bough Breaks,Screen Gems Investments Inc.,,"$65,553","$19,666"
Louisiana,2013,TV MOW,Ragin Cajun Redneck Gators,AEF-RCRG LLC,,"$62,835","$19,621"
Illinois,,Commercial,Coors Banquet Stubby Bottle Shoot,,,
Massachusetts,2014,,Cadillac Commercial Television Advertising Campaign 2013-2014,"Brickyard VFX, LLC",,,"$19,618"
Illinois,,Commercial,"Shedd ""Feel the Wonder"" #18945",,,
Illinois,,Commercial,Purina Beneful,,,
Illinois,,Commercial,CVS,,,
Massachusetts,2013,,2011 National Geographic Channel On Air Promotions,"Viewpoint Computer Animations, Inc.",,,"$19,404"
Texas,2016,Reality Television Project,Highway Cowboys,,,,"$19,394"
Louisiana,2015,Feature Film,Kidnap,Kidnap Movie Production LLC,,"$64,489","$19,347"
Louisiana,2012,Feature Film,Aztec Warrior,Azwar the Movie LLC,,"$60,789","$19,306"
Illinois,,Commercial,"Cook Perfect ""Make Tonight""",,,
Massachusetts,2014,,The Killing Business,"MV Productions, LLC/ Federico Muchnik",,,"$19,284"
Massachusetts,2013,,Public Access,"Goose & Gander Media, LLC",,,"$19,236"
